Wave number (cm-1),Transmitance (%),,
,PB made with 25 g rice bran,PB made with 50 g rice bran,PB made with 100 g rice bran
3542.26,-0.98649,-0.78644,-1.04672
3542.743,-0.97322,-0.77402,-1.03924
3543.225,-0.96053,-0.76268,-1.03217
3543.707,-0.94823,-0.75226,-1.0253
3544.189,-0.93631,-0.74273,-1.01843
3544.671,-0.92494,-0.73415,-1.01139
3545.153,-0.91457,-0.72684,-1.00407
3545.635,-0.90577,-0.7212,-0.99652
3546.118,-0.89922,-0.71772,-0.98889
3546.6,-0.89566,-0.71683,-0.9814
3547.082,-0.8957,-0.7189,-0.9743
3547.564,-0.89984,-0.72418,-0.9678
3548.046,-0.90838,-0.73276,-0.9621
3548.528,-0.92115,-0.74442,-0.95729
3549.01,-0.93737,-0.75846,-0.95342
3549.493,-0.95556,-0.77368,-0.95043
3549.975,-0.97367,-0.78845,-0.94813
3550.457,-0.98969,-0.80125,-0.94625
3550.939,-1.00219,-0.81097,-0.9445
3551.421,-1.01048,-0.81715,-0.94256
3551.903,-1.01456,-0.81981,-0.94021
3552.385,-1.01489,-0.81933,-0.93725
3552.868,-1.01218,-0.81631,-0.93363
3553.35,-1.00725,-0.81149,-0.92934
3553.832,-1.00093,-0.80562,-0.92452
3554.314,-0.994,-0.79943,-0.91935
3554.796,-0.98705,-0.79347,-0.91407
3555.278,-0.98049,-0.78811,-0.90888
3555.76,-0.97459,-0.78354,-0.90396
3556.243,-0.96942,-0.77977,-0.89939
3556.725,-0.96486,-0.77665,-0.89519
3557.207,-0.96069,-0.77394,-0.89129
3557.689,-0.95652,-0.77129,-0.88759
3558.171,-0.95191,-0.76826,-0.88391
3558.653,-0.94644,-0.76443,-0.88013
3559.135,-0.93972,-0.75939,-0.87609
3559.617,-0.93152,-0.75283,-0.87168
3560.1,-0.92182,-0.74458,-0.86678
3560.582,-0.9107,-0.73465,-0.86133
3561.064,-0.89841,-0.7232,-0.85523
3561.546,-0.88526,-0.71058,-0.84848
3562.028,-0.87159,-0.69718,-0.84106
3562.51,-0.85771,-0.68346,-0.83304
3562.992,-0.84396,-0.66984,-0.82451
3563.475,-0.83061,-0.65673,-0.81562
3563.957,-0.81798,-0.64447,-0.80654
3564.439,-0.80633,-0.6334,-0.79742
3564.921,-0.79589,-0.62372,-0.7884
3565.403,-0.78679,-0.61559,-0.77958
3565.885,-0.77904,-0.60905,-0.77096
3566.367,-0.77261,-0.60403,-0.76256
3566.85,-0.7674,-0.60048,-0.75438
3567.332,-0.76341,-0.59833,-0.74647
3567.814,-0.7608,-0.59772,-0.73895
3568.296,-0.75987,-0.59892,-0.73203
3568.778,-0.76103,-0.60241,-0.72599
3569.26,-0.76465,-0.60856,-0.7211
3569.742,-0.77065,-0.61737,-0.7175
3570.225,-0.77837,-0.62815,-0.71505
3570.707,-0.78676,-0.63963,-0.71335
3571.189,-0.7947,-0.6504,-0.71187
3571.671,-0.80139,-0.65945,-0.71022
3572.153,-0.80652,-0.66626,-0.7081
3572.635,-0.81003,-0.6708,-0.70546
3573.117,-0.81211,-0.67331,-0.70226
3573.599,-0.81302,-0.67417,-0.69859
3574.082,-0.81311,-0.67389,-0.69453
3574.564,-0.81276,-0.67294,-0.69016
3575.046,-0.81236,-0.67177,-0.68556
3575.528,-0.81231,-0.67078,-0.68082
3576.01,-0.81289,-0.67026,-0.67601
3576.492,-0.81419,-0.67031,-0.6712
3576.974,-0.81611,-0.6709,-0.66642
3577.457,-0.81829,-0.67184,-0.66171
3577.939,-0.82025,-0.67287,-0.65707
3578.421,-0.82151,-0.67368,-0.65255
3578.903,-0.82162,-0.67403,-0.6482
3579.385,-0.82028,-0.67367,-0.6441
3579.867,-0.81731,-0.6724,-0.64028
3580.349,-0.81253,-0.66995,-0.63676
3580.832,-0.80574,-0.66602,-0.63348
3581.314,-0.79669,-0.66026,-0.63034
3581.796,-0.78506,-0.65232,-0.62714
3582.278,-0.77057,-0.6419,-0.6237
3582.76,-0.75315,-0.62895,-0.61981
3583.242,-0.7332,-0.6138,-0.61539
3583.724,-0.71165,-0.59728,-0.61037
3584.207,-0.68991,-0.58059,-0.60486
3584.689,-0.66931,-0.56483,-0.59903
3585.171,-0.6507,-0.55076,-0.59308
3585.653,-0.63435,-0.53859,-0.58717
3586.135,-0.62013,-0.52825,-0.58141
3586.617,-0.60783,-0.51953,-0.57586
3587.099,-0.59729,-0.51233,-0.57056
3587.582,-0.58861,-0.5066,-0.56551
3588.063,-0.58199,-0.50244,-0.56072
3588.546,-0.57775,-0.49996,-0.55626
3589.028,-0.57619,-0.49935,-0.55217
3589.51,-0.5774,-0.50063,-0.54853
3589.992,-0.58118,-0.50373,-0.54539
3590.474,-0.587,-0.50829,-0.5427
3590.956,-0.59401,-0.51376,-0.54031
3591.438,-0.60129,-0.51951,-0.53791
3591.921,-0.60818,-0.52502,-0.53517
3592.403,-0.61435,-0.53002,-0.53182
3592.885,-0.61988,-0.53457,-0.52771
3593.367,-0.62517,-0.53899,-0.52288
3593.849,-0.63072,-0.54371,-0.5175
3594.331,-0.63705,-0.54921,-0.51185
3594.813,-0.64461,-0.55584,-0.50626
3595.296,-0.65361,-0.56381,-0.50106
3595.778,-0.66397,-0.57296,-0.49644
3596.26,-0.67529,-0.58286,-0.49246
3596.742,-0.687,-0.59289,-0.48896
3597.224,-0.69849,-0.60248,-0.48574
3597.706,-0.70934,-0.61127,-0.48262
3598.188,-0.71946,-0.61926,-0.47954
3598.671,-0.72899,-0.62662,-0.4766
3599.153,-0.73826,-0.6338,-0.474
3599.635,-0.74768,-0.64122,-0.47201
3600.117,-0.75761,-0.64932,-0.47089
3600.599,-0.76816,-0.65828,-0.47071
3601.081,-0.77904,-0.66783,-0.47137
3601.563,-0.78936,-0.67716,-0.47244
3602.046,-0.79772,-0.6849,-0.47329
3602.528,-0.80256,-0.68947,-0.47321
3603.01,-0.80255,-0.68943,-0.47159
3603.492,-0.7971,-0.68405,-0.46802
3603.974,-0.78663,-0.6735,-0.46246
3604.456,-0.7725,-0.65904,-0.45525
3604.938,-0.75658,-0.64259,-0.44705
3605.42,-0.7407,-0.62618,-0.43861
3605.903,-0.72621,-0.61131,-0.43058
3606.385,-0.71388,-0.5989,-0.42339
3606.867,-0.70406,-0.58933,-0.4173
3607.349,-0.69685,-0.58266,-0.41236
3607.831,-0.69219,-0.57871,-0.40857
3608.313,-0.68992,-0.57719,-0.40577
3608.795,-0.6899,-0.57774,-0.40378
3609.278,-0.69203,-0.58003,-0.40238
3609.76,-0.69635,-0.58382,-0.40148
3610.242,-0.70311,-0.58907,-0.40107
3610.724,-0.71247,-0.59583,-0.40138
3611.206,-0.72413,-0.60383,-0.40259
3611.688,-0.73689,-0.61222,-0.40473
3612.17,-0.74883,-0.61958,-0.40728
3612.653,-0.75828,-0.62474,-0.40959
3613.135,-0.76443,-0.62718,-0.41108
3613.617,-0.7673,-0.62703,-0.41149
3614.099,-0.76725,-0.62464,-0.41081
3614.581,-0.7647,-0.62046,-0.40915
3615.063,-0.76005,-0.61483,-0.40664
3615.545,-0.75361,-0.60806,-0.40344
3616.028,-0.74558,-0.60029,-0.39964
3616.51,-0.73618,-0.59168,-0.39531
3616.992,-0.7256,-0.58232,-0.39047
3617.474,-0.71411,-0.5724,-0.3851
3617.956,-0.70214,-0.56217,-0.37922
3618.438,-0.69016,-0.55198,-0.37291
3618.92,-0.6787,-0.54217,-0.36625
3619.403,-0.66824,-0.53303,-0.35941
3619.885,-0.65906,-0.52468,-0.35253
3620.367,-0.6512,-0.51711,-0.34573
3620.849,-0.6445,-0.51016,-0.33912
3621.331,-0.63854,-0.50346,-0.33267
3621.813,-0.63274,-0.49665,-0.32637
3622.295,-0.62645,-0.48925,-0.32014
3622.777,-0.61899,-0.4809,-0.31387
3623.26,-0.60978,-0.47124,-0.30749
3623.742,-0.59839,-0.46008,-0.30087
3624.224,-0.58475,-0.44741,-0.29394
3624.706,-0.56911,-0.43347,-0.2867
3625.188,-0.55213,-0.41872,-0.27922
3625.67,-0.53473,-0.40381,-0.27171
3626.152,-0.5178,-0.38943,-0.26439
3626.635,-0.50208,-0.37612,-0.25748
3627.117,-0.48812,-0.36427,-0.25108
3627.599,-0.47624,-0.35423,-0.24529
3628.081,-0.4667,-0.34635,-0.24009
3628.563,-0.4598,-0.34106,-0.23553
3629.045,-0.45592,-0.3391,-0.23167
3629.527,-0.45559,-0.34144,-0.22873
3630.01,-0.45943,-0.34926,-0.227
3630.492,-0.46789,-0.3635,-0.22683
3630.974,-0.48089,-0.38434,-0.22847
3631.456,-0.49754,-0.41049,-0.23188
3631.938,-0.51593,-0.43918,-0.23664
3632.42,-0.53351,-0.46659,-0.24211
3632.902,-0.54769,-0.48909,-0.24748
3633.385,-0.55651,-0.5042,-0.25205
3633.867,-0.55893,-0.51098,-0.25522
3634.349,-0.55481,-0.5096,-0.25663
3634.831,-0.54471,-0.50099,-0.25614
3635.313,-0.52968,-0.48646,-0.25388
3635.795,-0.51125,-0.46776,-0.25019
3636.277,-0.49134,-0.44688,-0.24563
3636.76,-0.47196,-0.42588,-0.24078
3637.241,-0.45485,-0.40657,-0.23615
3637.724,-0.4412,-0.39026,-0.23212
3638.206,-0.43143,-0.37761,-0.22891
3638.688,-0.42518,-0.36852,-0.22654
3639.17,-0.4215,-0.36228,-0.22486
3639.652,-0.41905,-0.35773,-0.2235
3640.134,-0.41654,-0.35364,-0.22205
3640.616,-0.41294,-0.34898,-0.22008
3641.099,-0.40754,-0.343,-0.21731
3641.581,-0.39986,-0.33518,-0.21357
3642.063,-0.38965,-0.32526,-0.2088
3642.545,-0.3767,-0.31303,-0.20308
3643.027,-0.36085,-0.29838,-0.19653
3643.509,-0.34188,-0.28114,-0.18921
3643.991,-0.31944,-0.26108,-0.18114
3644.474,-0.29315,-0.23793,-0.17218
3644.956,-0.26281,-0.21153,-0.16202
3645.438,-0.22899,-0.18226,-0.15044
3645.92,-0.19331,-0.15137,-0.13748
3646.402,-0.15816,-0.12075,-0.12374
3646.884,-0.12573,-0.09216,-0.11003
3647.366,-0.09715,-0.06659,-0.097
3647.849,-0.07273,-0.04434,-0.08497
3648.331,-0.05212,-0.02537,-0.07398
3648.813,-0.03504,-0.00957,-0.06394
3649.295,-0.02143,0.003,-0.05478
3649.777,-0.01148,0.01211,-0.04643
3650.259,-0.00569,0.01728,-0.03895
3650.741,-0.00475,0.01787,-0.03249
3651.224,-0.00937,0.01204,-0.02734
3651.706,-0.01989,5.89E-04,-0.02385
3652.188,-0.03577,-0.01606,-0.02234
3652.67,-0.05542,-0.03649,-0.02291
3653.152,-0.07656,-0.05856,-0.02529
3653.634,-0.09708,-0.08026,-0.02881
3654.116,-0.11578,-0.10045,-0.03274
3654.598,-0.13241,-0.11888,-0.03645
3655.081,-0.14743,-0.13593,-0.03961
3655.563,-0.16161,-0.15225,-0.0421
3656.045,-0.17594,-0.16871,-0.0441
3656.527,-0.19155,-0.18624,-0.046
3657.009,-0.20957,-0.20578,-0.04849
3657.491,-0.23084,-0.22799,-0.05244
3657.973,-0.25531,-0.25273,-0.05857
3658.456,-0.28157,-0.27864,-0.06681
3658.938,-0.30734,-0.30358,-0.07609
3659.42,-0.33072,-0.32589,-0.08504
3659.902,-0.35079,-0.34486,-0.09279
3660.384,-0.36734,-0.36046,-0.09908
3660.866,-0.38027,-0.3728,-0.10409
3661.348,-0.38939,-0.38187,-0.1081
3661.831,-0.39423,-0.38737,-0.11137
3662.313,-0.39412,-0.38875,-0.11395
3662.795,-0.38828,-0.38513,-0.11574
3663.277,-0.37598,-0.37554,-0.11635
3663.759,-0.35669,-0.35892,-0.11532
3664.241,-0.33025,-0.33444,-0.11212
3664.723,-0.29713,-0.30181,-0.10642
3665.206,-0.25857,-0.26181,-0.09819
3665.688,-0.21666,-0.21656,-0.08777
3666.17,-0.17413,-0.1695,-0.07584
3666.652,-0.13397,-0.12474,-0.06323
3667.134,-0.09878,-0.08594,-0.05071
3667.616,-0.07022,-0.05536,-0.0389
3668.098,-0.0489,-0.03374,-0.02818
3668.581,-0.03466,-0.02075,-0.01849
3669.063,-0.02694,-0.01563,-0.00994
3669.545,-0.02525,-0.01764,-0.00306
3670.027,-0.02922,-0.02622,0.00189
3670.509,-0.03857,-0.04089,0.00466
3670.991,-0.05281,-0.06094,0.00503
3671.473,-0.07092,-0.08509,0.003
3671.955,-0.09124,-0.11134,-0.00105
3672.438,-0.11171,-0.13736,-0.00642
3672.92,-0.13051,-0.1611,-0.01223
3673.402,-0.14661,-0.1815,-0.01781
3673.884,-0.15979,-0.19843,-0.0228
3674.366,-0.17033,-0.21239,-0.02711
3674.848,-0.17871,-0.22405,-0.03079
3675.33,-0.18544,-0.23402,-0.03398
3675.813,-0.19092,-0.24279,-0.0368
3676.295,-0.1955,-0.25074,-0.03938
3676.777,-0.19947,-0.25813,-0.04182
3677.259,-0.20309,-0.26521,-0.04423
3677.741,-0.20651,-0.27215,-0.04669
3678.223,-0.20986,-0.2791,-0.04926
3678.705,-0.21316,-0.28612,-0.05191
3679.188,-0.21638,-0.29321,-0.0546
3679.67,-0.21944,-0.30033,-0.05723
3680.152,-0.22231,-0.3074,-0.05969
3680.634,-0.22503,-0.31439,-0.06191
3681.116,-0.22771,-0.32132,-0.06386
3681.598,-0.23053,-0.32824,-0.06556
3682.08,-0.23368,-0.33521,-0.06713
3682.563,-0.23728,-0.34226,-0.06867
3683.045,-0.24118,-0.3493,-0.07035
3683.527,-0.245,-0.35593,-0.07234
3684.009,-0.24789,-0.36144,-0.07472
3684.491,-0.24863,-0.36478,-0.07746
3684.973,-0.24578,-0.36465,-0.08036
3685.455,-0.23804,-0.35989,-0.08301
3685.938,-0.22472,-0.34981,-0.08486
3686.419,-0.20615,-0.33468,-0.08538
3686.902,-0.18391,-0.31594,-0.08424
3687.384,-0.16039,-0.29577,-0.08151
3687.866,-0.13775,-0.27628,-0.07769
3688.348,-0.11736,-0.25876,-0.07347
3688.83,-0.09968,-0.24364,-0.06945
3689.312,-0.08457,-0.23087,-0.06612
3689.794,-0.07158,-0.22014,-0.06369
3690.277,-0.06017,-0.21107,-0.06216
3690.759,-0.04975,-0.20326,-0.06129
3691.241,-0.03969,-0.19634,-0.06048
3691.723,-0.02965,-0.19022,-0.05896
3692.205,-0.02005,-0.18546,-0.05609
3692.687,-0.01231,-0.1835,-0.05203
3693.169,-0.00813,-0.18589,-0.04785
3693.652,-0.00817,-0.19294,-0.0448
3694.134,-0.01153,-0.20325,-0.04343
3694.616,-0.01647,-0.21464,-0.04358
3695.098,-0.02148,-0.22518,-0.04466
3695.58,-0.02573,-0.23381,-0.04611
3696.062,-0.02907,-0.2403,-0.04756
3696.544,-0.03175,-0.24495,-0.04883
3697.027,-0.03414,-0.24828,-0.04988
3697.509,-0.03657,-0.25084,-0.05084
3697.991,-0.03921,-0.25311,-0.05185
3698.473,-0.04214,-0.25549,-0.05304
3698.955,-0.04537,-0.2583,-0.0545
3699.437,-0.04887,-0.26177,-0.05624
3699.919,-0.05259,-0.26605,-0.05827
3700.402,-0.05648,-0.27119,-0.06051
3700.884,-0.06045,-0.27706,-0.06296
3701.366,-0.06433,-0.28347,-0.0656
3701.848,-0.06796,-0.2901,-0.06847
3702.33,-0.0711,-0.2966,-0.07153
3702.812,-0.07352,-0.30254,-0.07479
3703.294,-0.0749,-0.30753,-0.07814
3703.776,-0.07486,-0.31103,-0.08144
3704.259,-0.07288,-0.31243,-0.08434
3704.741,-0.06835,-0.31103,-0.08645
3705.223,-0.06082,-0.30633,-0.08731
3705.705,-0.05035,-0.29841,-0.08657
3706.187,-0.03777,-0.28821,-0.08423
3706.669,-0.02463,-0.27741,-0.08068
3707.151,-0.01272,-0.26787,-0.07659
3707.634,-0.00353,-0.26108,-0.07269
3708.116,0.00212,-0.25777,-0.06953
3708.598,0.00409,-0.25801,-0.06747
3709.08,0.00287,-0.26124,-0.06663
3.71E+03,-7.48E-04,-0.26662,-0.06688
3710.044,-0.00589,-0.27332,-0.06798
3710.526,-0.01185,-0.28069,-0.06965
3711.009,-0.0206,-0.28847,-0.0716
3711.491,-0.03054,-0.29663,-0.07362
3711.973,-0.04113,-0.30548,-0.07562
3712.455,-0.05282,-0.31547,-0.07763
3712.937,-0.06624,-0.32722,-0.07975
3713.419,-0.08211,-0.34136,-0.08224
3713.901,-0.10105,-0.35847,-0.08538
3714.384,-0.12356,-0.37888,-0.08947
3714.866,-0.14972,-0.40257,-0.09469
3715.348,-0.17931,-0.42917,-0.1011
3715.83,-0.21181,-0.45801,-0.10867
3716.312,-0.24663,-0.48836,-0.11735
3716.794,-0.28315,-0.51952,-0.12707
3717.276,-0.3207,-0.55092,-0.13784
3717.759,-0.35858,-0.58203,-0.14961
3718.24,-0.39578,-0.61228,-0.16211
3718.723,-0.4314,-0.64112,-0.17481
3719.205,-0.4647,-0.66813,-0.18704
3719.687,-0.49548,-0.6932,-0.19828
3720.169,-0.52392,-0.71647,-0.20826
3720.651,-0.55038,-0.73812,-0.21701
3721.133,-0.57521,-0.75835,-0.2247
3721.615,-0.59862,-0.77734,-0.23154
3722.098,-0.6208,-0.79519,-0.23778
3722.58,-0.64177,-0.81204,-0.24359
3723.062,-0.66156,-0.82798,-0.24907
3723.544,-0.6801,-0.84296,-0.25426
3724.026,-0.69725,-0.8569,-0.25909
3724.508,-0.71288,-0.86954,-0.26346
3724.99,-0.72678,-0.88056,-0.26725
3725.473,-0.73887,-0.88964,-0.2704
3725.955,-0.74914,-0.89659,-0.27295
3726.437,-0.75783,-0.90147,-0.27511
3726.919,-0.76527,-0.90461,-0.27717
3727.401,-0.77183,-0.90659,-0.27938
3727.883,-0.77803,-0.9082,-0.2817
3728.365,-0.78469,-0.91057,-0.28403
3728.848,-0.79297,-0.91502,-0.28629
3729.33,-0.80395,-0.92275,-0.28851
3729.812,-0.81845,-0.93451,-0.29082
3730.294,-0.83696,-0.9507,-0.29337
3730.776,-0.85987,-0.97151,-0.29641
3731.258,-0.88757,-0.99723,-0.30029
3731.74,-0.92042,-1.02814,-0.30558
3732.223,-0.95852,-1.06432,-0.31284
3732.705,-1.00125,-1.1052,-0.32247
3733.187,-1.04701,-1.14918,-0.33442
3733.669,-1.09325,-1.19358,-0.34804
3734.151,-1.1371,-1.23538,-0.36228
3734.633,-1.17625,-1.27211,-0.37609
3735.115,-1.20943,-1.30247,-0.3887
3735.597,-1.23649,-1.3263,-0.39973
3736.08,-1.258,-1.34416,-0.40907
3736.562,-1.27486,-1.35694,-0.41675
3737.044,-1.28796,-1.36554,-0.4229
3737.526,-1.29806,-1.37069,-0.42769
3738.008,-1.30574,-1.37304,-0.4313
3738.49,-1.31149,-1.37318,-0.43393
3738.972,-1.3158,-1.3717,-0.43586
3739.455,-1.31927,-1.36928,-0.43739
3739.937,-1.32246,-1.36653,-0.43882
3740.419,-1.32582,-1.36389,-0.4404
3740.901,-1.32951,-1.36152,-0.44226
3741.383,-1.33332,-1.35919,-0.44436
3741.865,-1.33668,-1.35647,-0.44655
3742.347,-1.33895,-1.35285,-0.44858
3742.83,-1.33964,-1.34801,-0.45023
3743.312,-1.33867,-1.34198,-0.45136
3743.794,-1.33637,-1.33508,-0.45192
3744.276,-1.3333,-1.3278,-0.45196
3744.758,-1.33008,-1.32053,-0.45159
3745.24,-1.32711,-1.31355,-0.4509
3745.722,-1.32459,-1.30694,-0.44994
3746.205,-1.32249,-1.30062,-0.44877
3746.687,-1.3205,-1.29436,-0.44742
3747.169,-1.31816,-1.28777,-0.44593
3747.651,-1.31471,-1.28024,-0.44425
3748.133,-1.30929,-1.27101,-0.44231
3748.615,-1.30107,-1.25931,-0.43991
3749.097,-1.28945,-1.24463,-0.43683
3749.58,-1.27432,-1.2269,-0.43287
3750.062,-1.25588,-1.20646,-0.42793
3750.544,-1.23464,-1.18395,-0.42196
3751.026,-1.21114,-1.16003,-0.41489
3751.508,-1.18598,-1.13523,-0.40668
3751.99,-1.15982,-1.11001,-0.39731
3752.472,-1.13345,-1.08476,-0.38698
3752.954,-1.1077,-1.05982,-0.37611
3753.437,-1.08314,-1.03542,-0.3653
3753.919,-1.05997,-1.01166,-0.35509
3754.401,-1.03805,-0.98856,-0.34582
3754.883,-1.01713,-0.96611,-0.33758
3755.365,-0.99693,-0.94428,-0.33035
3755.847,-0.97726,-0.92305,-0.32401
3756.329,-0.95803,-0.90239,-0.31839
3756.812,-0.93918,-0.88218,-0.3133
3757.294,-0.9207,-0.86234,-0.30861
3757.776,-0.90256,-0.84278,-0.30421
3758.258,-0.88478,-0.82348,-0.30004
3758.74,-0.86735,-0.80443,-0.29612
3759.222,-0.85016,-0.78566,-0.29245
3759.704,-0.83307,-0.7671,-0.28897
3760.187,-0.81577,-0.74853,-0.28552
3760.669,-0.79789,-0.7295,-0.28178
3761.151,-0.7791,-0.70952,-0.27739
3761.633,-0.7594,-0.68825,-0.27215
3762.115,-0.73903,-0.66574,-0.26619
3762.597,-0.71818,-0.64221,-0.25997
3763.079,-0.69681,-0.61784,-0.25392
3763.562,-0.67463,-0.59267,-0.24831
3764.044,-0.65131,-0.56661,-0.24316
3764.526,-0.62652,-0.53952,-0.23839
3765.008,-0.59994,-0.51115,-0.23374
3765.49,-0.57118,-0.48108,-0.22886
3765.972,-0.53985,-0.4488,-0.22328
3766.454,-0.50574,-0.4139,-0.21651
3766.937,-0.46906,-0.37636,-0.2082
3767.418,-0.43075,-0.33696,-0.19833
3767.901,-0.39249,-0.29736,-0.18735
3768.383,-0.35615,-0.25949,-0.17598
3768.865,-0.32319,-0.22497,-0.16496
3769.347,-0.2943,-0.19455,-0.15472
3769.829,-0.26942,-0.1682,-0.14545
3770.311,-0.24797,-0.14545,-0.13717
3770.793,-0.22927,-0.12563,-0.12982
3771.276,-0.2126,-0.1081,-0.12327
3771.758,-0.19731,-0.09227,-0.11739
3772.24,-0.18286,-0.07759,-0.11199
3772.722,-0.16874,-0.06354,-0.10689
3773.204,-0.1545,-0.04968,-0.10187
3773.686,-0.13975,-0.03567,-0.09677
3774.168,-0.1243,-0.02131,-0.09125
3774.651,-0.10815,-0.00663,-0.08458
3775.133,-0.09162,0.00812,-0.07767
3775.615,-0.07538,0.02242,-0.07061
3776.097,-0.06041,0.03552,-0.06355
3776.579,-0.04784,0.04656,-0.05668
3777.061,-0.0387,0.05467,-0.05028
3777.543,-0.03376,0.05912,-0.04464
3778.026,-0.03096,0.0595,-0.04009
3778.508,-0.03203,0.05573,-0.03696
3778.99,-0.03662,0.04825,-0.0355
3779.472,-0.04368,0.03792,-0.03574
3779.954,-0.05209,0.0259,-0.03751
3780.436,-0.06091,0.01333,-0.04042
3780.918,-0.06955,0.00104,-0.04399
3781.401,-0.07794,-0.01005,-0.04774
3781.883,-0.08654,-0.0203,-0.05134
3782.365,-0.09622,-0.03094,-0.05467
3782.847,-0.10809,-0.04305,-0.05785
3783.329,-0.123,-0.05756,-0.06122
3783.811,-0.14098,-0.07463,-0.06519
3784.293,-0.16084,-0.09317,-0.06993
3784.775,-0.18043,-0.11112,-0.07529
3785.258,-0.19765,-0.1265,-0.08076
3785.74,-0.21127,-0.13825,-0.08578
3786.222,-0.22121,-0.14646,-0.08995
3786.704,-0.22829,-0.1521,-0.09309
3787.186,-0.23389,-0.15662,-0.09529
3787.668,-0.23959,-0.1616,-0.09688
3788.15,-0.24676,-0.16831,-0.09826
3788.633,-0.25629,-0.1775,-0.0999
3789.115,-0.26839,-0.18918,-0.10218
3789.597,-0.28252,-0.20272,-0.10528
3790.079,-0.29758,-0.21697,-0.10913
3790.561,-0.31227,-0.2307,-0.11341
3791.043,-0.32557,-0.24298,-0.11771
3791.525,-0.33688,-0.25332,-0.12166
3792.008,-0.34597,-0.26158,-0.12505
3792.49,-0.35286,-0.26782,-0.12783
3792.972,-0.35767,-0.27221,-0.13001
3793.454,-0.36056,-0.27489,-0.13168
3793.936,-0.36165,-0.27601,-0.1329
3794.418,-0.36106,-0.27568,-0.13371
3794.9,-0.35896,-0.27409,-0.13404
3795.383,-0.35577,-0.27161,-0.13384
3795.865,-0.35217,-0.26888,-0.13307
3796.347,-0.3493,-0.26691,-0.13182
3796.829,-0.34855,-0.26694,-0.1304
3797.311,-0.35129,-0.2702,-0.12935
3797.793,-0.3585,-0.27754,-0.12932
3798.275,-0.37035,-0.28914,-0.13088
3798.758,-0.38617,-0.30437,-0.13427
3799.24,-0.40454,-0.32191,-0.13922
3799.722,-0.42391,-0.34034,-0.14508
3800.204,-0.44314,-0.35857,-0.15111
3800.686,-0.46173,-0.37618,-0.15672
3801.168,-0.47992,-0.39342,-0.16161
3801.65,-0.49851,-0.4111,-0.16585
3802.132,-0.51869,-0.43038,-0.16987
3802.615,-0.54165,-0.4524,-0.17434
3803.097,-0.56806,-0.47771,-0.17999
3803.579,-0.5975,-0.50582,-0.18727
3804.061,-0.6284,-0.53511,-0.19598
3804.543,-0.6587,-0.56353,-0.20538
3805.025,-0.68685,-0.5896,-0.21457
3805.507,-0.71222,-0.61276,-0.22292
3805.99,-0.73488,-0.63309,-0.23013
3806.472,-0.75528,-0.65108,-0.23618
3806.954,-0.77403,-0.66729,-0.2412
3807.436,-0.79171,-0.68231,-0.2454
3807.918,-0.80882,-0.69666,-0.24906
3808.4,-0.82564,-0.71068,-0.25246
3808.882,-0.84221,-0.72447,-0.25584
3809.365,-0.85819,-0.73783,-0.25936
3809.847,-0.87302,-0.75032,-0.26302
3810.329,-0.88604,-0.76138,-0.26671
3810.811,-0.89668,-0.77049,-0.27024
3811.293,-0.90463,-0.77729,-0.27338
3811.775,-0.90982,-0.78157,-0.27596
3812.257,-0.91249,-0.78341,-0.27782
3812.74,-0.91316,-0.78309,-0.27888
3813.222,-0.91258,-0.78114,-0.27916
3813.704,-0.91159,-0.77838,-0.27882
3814.186,-0.91094,-0.77559,-0.2781
3814.668,-0.91101,-0.77331,-0.27729
3815.15,-0.91178,-0.77168,-0.27659
3815.632,-0.91289,-0.77051,-0.2761
3816.115,-0.91379,-0.76934,-0.27583
3816.596,-0.91385,-0.76765,-0.27571
3817.079,-0.91251,-0.76494,-0.27564
3817.561,-0.90952,-0.76098,-0.27548
3818.043,-0.90525,-0.75619,-0.27508
3818.525,-0.90109,-0.75196,-0.27449
3819.007,-0.8991,-0.75037,-0.27401
3819.489,-0.90121,-0.7533,-0.27413
3819.971,-0.90846,-0.76167,-0.27532
3820.454,-0.92085,-0.77536,-0.27788
3820.936,-0.93755,-0.79342,-0.28196
3821.418,-0.95712,-0.81433,-0.28744
3821.9,-0.97772,-0.8362,-0.29401
3822.382,-0.99751,-0.85712,-0.30112
3822.864,-1.01497,-0.87563,-0.30809
3823.346,-1.02937,-0.89107,-0.31433
3823.829,-1.04087,-0.90366,-0.3194
3824.311,-1.0504,-0.91429,-0.32323
3824.793,-1.05913,-0.92414,-0.32603
3825.275,-1.06796,-0.93403,-0.32821
3825.757,-1.07732,-0.94426,-0.33012
3826.239,-1.08707,-0.95468,-0.33203
3826.721,-1.0968,-0.96486,-0.33404
3827.204,-1.106,-0.97426,-0.33612
3827.686,-1.11421,-0.98243,-0.33818
3828.168,-1.12113,-0.98911,-0.34007
3828.65,-1.12669,-0.99418,-0.34176
3829.132,-1.13096,-0.99771,-0.34325
3829.614,-1.1341,-0.99981,-0.34458
3830.096,-1.13627,-1.00064,-0.34584
3830.579,-1.13759,-1.00027,-0.34705
3831.061,-1.13805,-0.99873,-0.34816
3831.543,-1.13761,-0.99596,-0.34893
3832.025,-1.13626,-0.992,-0.34896
3832.507,-1.13435,-0.98717,-0.34788
3832.989,-1.13278,-0.98234,-0.3455
3833.471,-1.13296,-0.97888,-0.34208
3833.953,-1.13643,-0.97833,-0.33831
3834.436,-1.14441,-0.98201,-0.33511
