temperature,signal
2277.8186,-0.000598098
2279.74707,0.00129
2281.67553,0.000747127
2283.604,-0.00134
2285.53247,-0.00115
2287.46093,-0.00108
2289.3894,-0.00143
2291.31787,-0.00060975
2293.24633,-0.000183862
2295.1748,-0.000573206
2297.10327,-0.000466149
2299.03173,-0.00021881
2300.9602,-0.000547911
2302.88867,-0.00255
2304.81713,-0.00464
2306.7456,-0.00077156
2308.67407,-0.00202
2310.60253,-0.00279
2312.531,-0.00132
2314.45947,-0.00134
2316.38794,8.20681e-08
2318.3164,-0.000277424
2320.24487,-0.00151
2322.17334,-0.00046994
2324.1018,0.000745827
2326.03027,-6.45526e-05
2327.95874,-0.00104
2329.8872,-0.00134
2331.81567,-0.000196207
2333.74414,-0.00153
2335.6726,-0.000260693
2337.60107,-0.000188638
2339.52954,-0.000157772
2341.458,0.000208835
2343.38647,-0.00522
2345.31494,-0.00296
2347.2434,-0.00118
2349.17187,-0.000937544
2351.10034,0.000993386
2353.0288,0.00152
2354.95727,-0.000156271
2356.88574,-0.00268
2358.8142,-0.00236
2360.74267,-0.00175
2362.67114,0.00016713
2364.59961,-0.00157
2366.52807,0.000445437
2368.45654,-0.00323
2370.38501,-0.00299
2372.31347,-0.00338
2374.24194,-0.00142
2376.17041,-0.000451327
2378.09887,-3.41242e-05
2380.02734,0.00197
2381.95581,0.00103
2383.88427,-0.00158
2385.81274,-0.000237827
2387.74121,0.0015
2389.66967,-0.000253876
2391.59814,0.000450594
2393.52661,0.000177607
2395.45507,-0.00218
2397.38354,-0.0013
2399.31201,-0.000365798
2401.24047,0.00107
2403.16894,0.00228
2405.09741,0.00121
2407.02587,-0.000318323
2408.95434,-0.000683233
2410.88281,-0.000215716
2412.81128,0.00117
2414.73974,0.000360966
2416.66821,0.00451
2418.59668,0.00273
2420.52514,0.00262
2422.45361,0.0024
2424.38208,0.0036
2426.31054,0.00323
2428.23901,0.00416
2430.16748,0.00517
2432.09594,0.00227
2434.02441,0.0047
2435.95288,0.00421
2437.88134,0.00513
2439.80981,0.00494
2441.73828,0.00436
2443.66674,0.00705
2445.59521,0.00571
2447.52368,0.00429
2449.45214,0.00456
2451.38061,0.0056
2453.30908,0.00513
2455.23754,0.005
2457.16601,0.00585
2459.09448,0.00678
2461.02295,0.00626
2462.95141,0.00282
2464.87988,0.00372
2466.80835,0.00643
2468.73681,0.00527
2470.66528,0.00623
2472.59375,0.00662
2474.52221,0.00532
2476.45068,0.00567
2478.37915,0.00647
2480.30761,0.00485
2482.23608,0.00305
