temperature,signal
2484.16455,0.00458
2486.09301,0.00531
2488.02148,0.00598
2489.94995,0.00050564
2491.87841,0.00488
2493.80688,0.00558
2495.73535,0.00384
2497.66381,0.00423
2499.59228,0.00464
2501.52075,0.00533
2503.44921,0.00376
2505.37768,0.00372
2507.30615,0.00529
2509.23461,0.00421
2511.16308,0.00349
2513.09155,0.00501
2515.02002,0.00411
2516.94848,0.00293
2518.87695,0.005
2520.80542,0.00606
2522.73388,0.0056
2524.66235,0.00514
2526.59082,0.00614
2528.51928,0.00459
2530.44775,0.0018
2532.37622,0.00384
2534.30468,0.00585
2536.23315,0.0042
2538.16162,0.00327
2540.09008,0.00652
2542.01855,0.000764251
2543.94702,0.00546
2545.87548,0.00324
2547.80395,0.00638
2549.73242,0.00561
2551.66088,0.00365
2553.58935,0.00379
2555.51782,0.00735
2557.44628,0.00755
2559.37475,0.00155
2561.30322,0.00347
2563.23169,0.00427
2565.16015,0.00679
2567.08862,0.00931
2569.01709,0.00876
2570.94555,0.00848
2572.87402,0.00812
2574.80249,0.00926
2576.73095,0.01064
2578.65942,0.00883
2580.58789,0.00998
2582.51635,0.01341
2584.44482,0.01152
2586.37329,0.01218
2588.30175,0.01399
2590.23022,0.0124
2592.15869,0.0164
2594.08715,0.01518
2596.01562,0.01473
2597.94409,0.01621
2599.87255,0.01721
2601.80102,0.01799
2603.72949,0.02023
2605.65795,0.02072
2607.58642,0.02083
2609.51489,0.02302
2611.44336,0.02182
2613.37182,0.02531
2615.30029,0.02848
2617.22876,0.02809
2619.15722,0.02976
2621.08569,0.03073
2623.01416,0.03448
2624.94262,0.03661
2626.87109,0.03922
2628.79956,0.0404
2630.72802,0.04477
2632.65649,0.04919
2634.58496,0.05104
2636.51342,0.05285
2638.44189,0.06011
2640.37036,0.06604
2642.29882,0.0686
2644.22729,0.07149
2646.15576,0.0777
2648.08422,0.08339
2650.01269,0.08964
2651.94116,0.0945
2653.86962,0.09917
2655.79809,0.10403
2657.72656,0.10849
2659.65503,0.11516
2661.58349,0.12011
2663.51196,0.12358
2665.44043,0.12735
2667.36889,0.12721
2669.29736,0.12792
2671.22583,0.13203
2673.15429,0.13012
2675.08276,0.12792
2677.01123,0.12481
2678.93969,0.12157
2680.86816,0.12017
2682.79663,0.11233
2684.72509,0.0976
2686.65356,0.09334
2688.58203,0.08851
2690.51049,0.08344
2692.43896,0.07991
2694.36743,0.07459
2696.29589,0.06551
2698.22436,0.0602
2700.15283,0.05728
2702.08129,0.04859
2704.00976,0.04585
2705.93823,0.04566
2707.8667,0.04025
2709.79516,0.04026
2711.72363,0.03439
2713.6521,0.02915
2715.58056,0.02749
2717.50903,0.02761
2719.4375,0.02331
2721.36596,0.0243
2723.29443,0.02052
2725.2229,0.02068
2727.15136,0.01904
2729.07983,0.01813
2731.0083,0.01615
2732.93676,0.01558
2734.86523,0.01615
2736.7937,0.0125
2738.72216,0.01511
2740.65063,0.01173
2742.5791,0.00963
2744.50756,0.01024
2746.43603,0.00778
2748.3645,0.00857
2750.29296,0.00834
2752.22143,0.00892
2754.1499,0.00982
2756.07836,0.00983
2758.00683,0.00776
2759.9353,0.00607
2761.86377,0.00615
2763.79223,0.00744
2765.7207,0.00859
2767.64917,0.00262
2769.57763,0.00644
2771.5061,0.00284
2773.43457,0.00482
2775.36303,0.00724
2777.2915,0.00289
2779.21997,0.00225
2781.14843,0.00552
2783.0769,0.00338
2785.00537,0.00245
2786.93383,0.00391
2788.8623,0.00458
2790.79077,0.0036
2792.71923,0.00327
2794.6477,0.00299
2796.57617,0.0051
2798.50463,0.00508
2800.4331,0.00246
2802.36157,0.0036
2804.29003,0.00239
2806.2185,-0.0017
2808.14697,0.001
2810.07544,3.91996e-05
2812.0039,0.00316
2813.93237,0.00359
2815.86084,0.0014
2817.7893,0.00234
2819.71777,0.00283
2821.64624,0.00244
2823.5747,0.00118
2825.50317,0.00213
2827.43164,0.00349
2829.3601,0.0037
2831.28857,0.00485
2833.21704,0.0028
2835.1455,0.00347
2837.07397,0.0026
2839.00244,-0.000788538
2840.9309,0.000397368
2842.85937,-0.00017887
2844.78784,0.000194135
2846.7163,0.00154
2848.64477,0.000769141
2850.57324,0.00157
2852.5017,0.00481
2854.43017,0.00329
2856.35864,-0.000542321
2858.28711,0.00345
2860.21557,0.00511
2862.14404,0.00485
2864.07251,0.00543
2866.00097,0.00308
2867.92944,0.00235
2869.85791,0.000663083
2871.78637,0.00191
2873.71484,0.0044
2875.64331,0.00274
2877.57177,0.00203
2879.50024,0.00304
2881.42871,0.00335
2883.35717,0.00379
2885.28564,0.00168
2887.21411,-0.00353
2889.14257,-0.000269521
2891.07104,0.00467
2892.99951,0.00147
2894.92797,-0.000564574
2896.85644,0.00105
2898.78491,0.00286
2900.71337,0.00387
2902.64184,0.00295
2904.57031,0.00388
2906.49878,0.00273
2908.42724,0.00102
2910.35571,0.00172
2912.28418,0.00621
2914.21264,0.00328
2916.14111,0.00361
2918.06958,0.00439
2919.99804,0.00349
2921.92651,0.00302
2923.85498,0.00437
2925.78344,0.00477
2927.71191,0.00205
2929.64038,0.000340269
2931.56884,0.00321
2933.49731,0.00183
2935.42578,0.00284
2937.35424,0.00283
2939.28271,0.00153
2941.21118,-0.000249978
2943.13964,0.00208
2945.06811,0.00214
2946.99658,0.00413
2948.92504,0.00207
2950.85351,0.0031
2952.78198,0.00114
2954.71045,0.00215
2956.63891,0.00063946
2958.56738,0.000419764
2960.49585,0.000522453
2962.42431,0.000490241
2964.35278,0.000357293
2966.28125,-0.00168
2968.20971,-0.0017
2970.13818,-0.00138
2972.06665,-0.00173
2973.99511,0.00163
2975.92358,0.0015
2977.85205,0.000508468
2979.78051,-0.000280663
2981.70898,-0.00557
2983.63745,-0.00264
2985.56591,5.15058e-05
2987.49438,0.000122566
2989.42285,7.25093e-05
2991.35131,0.000400037
2993.27978,-0.000875774
2995.20825,-0.00172
2997.13671,0.00284
2999.06518,-0.00366
3000.99365,-0.000700041
3002.92211,0.000664772
3004.85058,0.00122
3006.77905,-0.00135
3008.70752,-0.000164295
3010.63598,-0.000722383
3012.56445,-0.00209
3014.49292,0.0001952
3016.42138,0.00146
3018.34985,0.00157
3020.27832,0.00132
3022.20678,-6.25586e-05
3024.13525,-0.0031
3026.06372,0.00072875
3027.99218,0.000775529
3029.92065,0.00144
3031.84912,0.000953159
3033.77758,0.00106
3035.70605,0.000511732
3037.63452,0.000214291
3039.56298,-6.35754e-06
3041.49145,-0.00286
3043.41992,-0.00236
3045.34838,-0.00363
3047.27685,0.000608136
3049.20532,-0.00305
3051.13378,-0.00211
3053.06225,-0.00225
3054.99072,-0.00235
3056.91919,-0.00218
3058.84765,-0.00315
3060.77612,-0.00123
3062.70459,-0.00144
3064.63305,-0.00094198
3066.56152,-0.00327
3068.48999,0.000941416
3070.41845,0.00176
3072.34692,0.000995304
3074.27539,-0.0019
3076.20385,-0.00131
3078.13232,0.000768648
3080.06079,0.0018
3081.98925,0.000699383
3083.91772,-0.00179
3085.84619,-0.000576989
3087.77465,-0.000105053
3089.70312,-0.0016
3091.63159,0.000185542
3093.56005,0.000471288
3095.48852,0.00107
3097.41699,-0.00287
3099.34545,0.00116
3101.27392,0.00194
3103.20239,0.000727352
3105.13086,0.00283
3107.05932,0.00233
3108.98779,0.000143839
3110.91626,0.00353
3112.84472,0.00165
3114.77319,0.00242
3116.70166,0.00138
3118.63012,-0.00123
3120.55859,0.000408544
3122.48706,0.00216
3124.41552,0.00063962
3126.34399,-0.0013
3128.27246,-0.00201
3130.20092,0.00207
3132.12939,0.000887152
3134.05786,0.00165
3135.98632,0.00134
3137.91479,0.000439876
3139.84326,0.00349
3141.77172,0.00601
3143.70019,0.00502
3145.62866,0.00578
3147.55712,0.00751
3149.48559,0.00813
3151.41406,0.00397
3153.34253,0.00566
3155.27099,0.00733
3157.19946,0.00411
3159.12793,0.01116
3161.05639,0.00795
3162.98486,0.00851
3164.91333,0.00787
3166.84179,0.01077
3168.77026,0.00946
3170.69873,0.00989
3172.62719,0.01003
3174.55566,0.01022
3176.48413,0.01
3178.41259,0.01018
3180.34106,0.01288
3182.26953,0.01224
3184.19799,0.01296
3186.12646,0.01383
3188.05493,0.01627
3189.98339,0.01252
3191.91186,0.00961
3193.84033,0.00979
3195.76879,0.01076
3197.69726,0.01008
3199.62573,0.00905
3201.5542,0.00991
3203.48266,0.00953
3205.41113,0.00803
3207.3396,0.00698
3209.26806,0.0093
3211.19653,0.0112
3213.125,0.00945
3215.05346,0.00705
3216.98193,0.00844
3218.9104,0.009
3220.83886,0.00917
3222.76733,0.00801
3224.6958,0.00752
3226.62426,0.01043
3228.55273,0.01101
3230.4812,0.00824
3232.40966,0.00881
3234.33813,0.01386
3236.2666,0.01303
3238.19506,0.00934
3240.12353,0.00909
3242.052,0.01109
3243.98046,0.00633
3245.90893,0.0085
3247.8374,0.00777
3249.76586,0.00845
3251.69433,0.00619
3253.6228,0.00187
3255.55127,0.00292
3257.47973,0.00451
3259.4082,0.00217
3261.33667,-0.000227904
3263.26513,0.000631544
3265.1936,0.00285
3267.12207,0.00247
3269.05053,-0.00191
3270.979,0.00144
3272.90747,0.00104
3274.83593,0.000270617
3276.7644,0.0018
3278.69287,-0.00399
3280.62133,-0.00345
3282.5498,-0.00010348
3284.47827,-0.00128
3286.40673,0.0013
3288.3352,0.00106
3290.26367,0.00139
3292.19213,-0.00334
3294.1206,9.7112e-05
3296.04907,0.00178
3297.97753,-0.00142
3299.906,-0.00047742
3301.83447,0.000496354
3303.76294,0.000493083
3305.6914,-0.00114
3307.61987,-0.0013
3309.54834,0.00322
3311.4768,-0.000666057
3313.40527,-0.00603
3315.33374,0.00201
3317.2622,-0.0021
3319.19067,-0.00249
3321.11914,-0.00302
3323.0476,-0.00433
3324.97607,-0.00453
3326.90454,0.0013
3328.833,8.98052e-05
3330.76147,-0.000526826
3332.68994,0.0011
3334.6184,0.000445302
3336.54687,0.00158
3338.47534,0.00201
3340.4038,0.00111
3342.33227,-0.000265639
3344.26074,-0.00186
3346.1892,-0.00272
3348.11767,-0.000573585
3350.04614,-0.000597575
3351.97461,-0.00113
3353.90307,0.00337
3355.83154,0.00205
3357.76001,0.000923655
3359.68847,-0.0004104
3361.61694,-0.00192
3363.54541,-0.00145
3365.47387,-0.00241
3367.40234,0.00126
3369.33081,0.00263
3371.25927,0.000779686
3373.18774,0.0028
3375.11621,-0.00315
3377.04467,0.000471868
3378.97314,-0.00103
3380.90161,-0.0022
3382.83007,-5.94206e-05
3384.75854,-0.000570366
3386.68701,-0.00166
3388.61547,-0.00372
3390.54394,-0.00302
3392.47241,0.00145
3394.40087,-2.6859e-05
3396.32934,0.0005387
3398.25781,0.00254
3400.18628,-1.83615e-05
